time,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,class
5.457780814,5306275,115303,1090796,1714445,32798685,20050499,densenet121
5.467945642,4329810,53821,807730,1503682,32616334,16897130,densenet121
5.478125128,931478,28707,727002,1160259,28196822,2943516,densenet121
5.488288217,506103,4731,465878,770529,28280782,1784321,densenet121
5.498454663,5363374,128372,602211,943167,33883446,20129871,densenet121
5.508623707,6044742,119503,738236,1155355,36720849,23846254,densenet121
5.51881073,3516319,75848,883906,1405114,31093378,12459181,densenet121
5.528981358,5442408,84839,885863,1629567,33223756,19712131,densenet121
5.539143117,1189843,25433,610114,1018692,32507045,5744887,densenet121
5.549317542,2980721,25269,555675,986284,29302724,10616097,densenet121
5.55948433,4997600,14903,526044,853960,35351468,21626785,densenet121
5.569667587,3221215,76953,883535,1469878,29937581,11302527,densenet121
5.579827748,2187632,8688,492406,967911,31579468,9155609,densenet121
5.589992239,3322092,88420,546514,971174,31802032,13569827,densenet121
5.600150023,7084505,198293,813766,1306457,37416212,26769489,densenet121
5.610313248,10159615,152693,641940,1180811,39479454,39440517,densenet121
5.620491038,7651246,62297,559760,811463,35306064,38358252,densenet121
5.627825658,13095826,48939,145585,382302,30164301,84465770,densenet121
0.010157179,6755020,271998,96499,288364,23768081,31107117,densenet121
0.020317127,12643596,508440,88191,600227,42319103,57045577,densenet121
0.030521378,11596115,264512,191700,535331,42354213,65776999,densenet121
0.040714912,10675289,112329,492719,1044086,42506816,63556487,densenet121
0.050931127,10983677,136122,175679,679391,42601625,72940523,densenet121
0.061148055,10910746,124913,181171,641555,42809640,73848805,densenet121
0.071299165,7677137,66598,291109,598878,41475206,54868196,densenet121
0.081449718,6447876,59472,310575,535529,38719493,45789148,densenet121
0.091674861,7585313,65254,311700,601516,41165575,53928340,densenet121
0.101896538,7796637,84154,314064,674174,42386708,54721857,densenet121
0.112093648,7623464,84298,312545,680256,41915952,53110780,densenet121
0.122299316,14369111,129624,252915,429900,42355710,70280271,densenet121
0.132505552,20210225,79616,177065,254728,42730261,90719921,densenet121
0.142706446,17578259,107294,234065,330923,42264511,79632723,densenet121
0.152910474,13571894,377057,230200,557239,42750575,64293224,densenet121
0.163020901,31191946,378841,121170,486918,120660293,153111436,densenet121
0.17316111,75670510,306904,76512,300538,306775834,369263780,densenet121
0.183361122,57112011,238989,164379,465288,230315301,277661604,densenet121
0.193550863,12240064,405506,166027,716721,42435053,56478858,densenet121
0.203777835,12183803,395833,161883,617606,42588217,61291173,densenet121
0.213991728,13117501,390023,131689,677360,42651094,59157751,densenet121
0.224122884,11397415,454191,143020,658625,42152851,52780886,densenet121
0.234329772,10933483,481523,162101,750139,42631572,50147365,densenet121
0.244465443,14255112,388316,105903,428999,42277013,64848642,densenet121
0.254652664,14400522,336398,139749,440532,42576695,65294166,densenet121
0.26484729,14820152,376373,91899,357975,42643890,68114072,densenet121
0.275041275,13939068,394406,116539,466241,42717588,63350219,densenet121
0.285255424,12205009,340799,251751,736126,42702705,54650304,densenet121
0.295481988,9475831,268472,549174,1156946,39692274,38885155,densenet121
0.305686664,13209586,405897,140947,605518,42748732,59892659,densenet121
0.315794278,12685596,430002,126572,536415,42299564,58412769,densenet121
0.325986524,12488950,431058,139820,633821,42719022,57357792,densenet121
0.336184488,12304735,455210,143394,683868,42720823,55417470,densenet121
0.346379484,12346695,456978,155823,666519,42720873,55936039,densenet121
0.356578921,12181382,431783,174826,663969,42731559,54961771,densenet121
0.366774302,14011922,402623,109551,471391,42716850,63844198,densenet121
0.376965967,14555066,429689,89983,506137,42707099,66336968,densenet121
0.387164279,12603147,467149,130965,605479,42731991,57733287,densenet121
0.397358472,12770918,434760,138547,615067,42713569,58041642,densenet121
0.40755033,13153293,421593,115079,560247,42698282,60682291,densenet121
0.417751153,12110360,435726,138084,580600,42688397,55550387,densenet121
0.427858273,14514436,367451,81262,387122,42216027,66724572,densenet121
0.438057526,13558531,388416,143356,612230,42755752,62599986,densenet121
0.448256689,13340096,384218,159556,680846,42724931,61446053,densenet121
0.458460504,13918726,366072,128452,489537,42753653,63937264,densenet121
0.468665622,7972077,182765,868862,1463506,37874600,28017913,densenet121
0.478879627,5010684,176348,582647,1039029,35821905,20473989,densenet121
0.489083574,10589867,439910,218236,750656,42756027,48357522,densenet121
0.49929387,12336571,442119,138653,630985,42786792,56305994,densenet121
0.509518236,12019531,463248,150214,662166,42827837,54646965,densenet121
0.519719083,13167446,448582,133643,631566,42707623,59347535,densenet121
0.529912782,15421270,331139,28028,131165,42667262,72550267,densenet121
0.540015356,11527628,439116,159287,641557,42347644,52783270,densenet121
0.550219877,14462498,327929,128902,404814,42125825,66457295,densenet121
0.560425608,16453128,370868,85422,394285,42552355,76784957,densenet121
0.570609183,12640703,380602,181572,696787,42490583,60413471,densenet121
0.580813074,11110381,458295,173121,804560,42751161,50583427,densenet121
0.591010481,12199007,470931,133374,663677,42724325,54819913,densenet121
0.601214506,12123622,454472,109892,645062,42748694,55705149,densenet121
0.611404031,13021760,407878,139142,591709,42637209,58922691,densenet121
0.621638198,16034823,320328,69332,305534,42869481,74771185,densenet121
0.631831708,11255763,436036,185939,687726,42702195,51218672,densenet121
0.642029466,11362855,447263,177412,728670,42674925,51663696,densenet121
0.652226651,21620943,119227,31894,73893,42713029,101506803,densenet121
0.662427132,12024233,397716,136597,544388,42745706,55251596,densenet121
0.672614556,18351536,224669,95344,275545,42601786,85097426,densenet121
0.682850891,11843004,154369,277294,630954,40636943,55235887,densenet121
0.693093822,9413042,204731,1040364,1646590,36588573,31371620,densenet121
0.703332846,3776443,106618,818501,1277363,34275799,12766050,densenet121
0.713559206,10882872,176505,250065,423155,37722781,48111738,densenet121
0.723783393,13721508,307890,197160,496984,42815954,61063160,densenet121
0.733988338,14403437,319565,115451,377194,42721807,65367379,densenet121
0.74418365,13824188,357483,114782,469921,42708109,62413015,densenet121
0.754369754,13160586,394180,132300,712909,42599513,58724474,densenet121
0.764562644,14649548,325553,115038,431596,42657570,65690001,densenet121
0.774750882,14692787,316965,123569,396416,42686635,66873165,densenet121
0.784935166,15667617,320858,88988,363414,42607907,70422928,densenet121
0.795128579,12266394,407478,184950,654332,42650129,55435493,densenet121
0.805323636,11510496,465648,148800,605456,42709763,52313145,densenet121
0.815514609,10958562,427006,201912,850463,42705286,51421946,densenet121
0.825719027,12522098,431502,153628,737894,42733107,58635491,densenet121
0.835917402,13761324,423227,135745,723068,42726334,65564696,densenet121
0.846119771,12814454,436574,182845,829431,42758307,60577335,densenet121
0.856324669,12827660,463175,153730,759084,42754748,60347574,densenet121
0.866516454,21898711,255308,77342,319376,42693137,112844684,densenet121
0.87671092,17221663,346571,128425,551641,42661570,85271968,densenet121
0.886906246,12987431,427520,159509,711881,42727692,62144707,densenet121
0.897113329,12142544,452552,158869,623050,42760453,56399815,densenet121
0.907305723,12329199,449920,142616,600787,42706105,55574687,densenet121
0.917535172,9027149,280335,319542,770258,40856872,41390999,densenet121
0.927760363,7686942,176842,1011222,1554499,35063686,25629119,densenet121
0.937995944,8507591,196027,988776,1542720,38129672,29262995,densenet121
0.948234013,1210466,50869,690664,1042646,30381223,3881922,densenet121
0.95852849,6491471,177716,336373,782340,33121276,30888612,densenet121
0.979079554,3744228,32323,40975,55612,6785943,13762851,densenet121
0.989291901,529885,3494,6335,9460,1812853,2153918,densenet121
1.009847443,705635,3469,8316,11001,2518610,2413815,densenet121
1.020255961,1147,,,738,,4831,densenet121
1.143237186,252920,3558,13679,18461,1137112,1121312,densenet121
1.163775108,2315,184,205,867,48676,11295,densenet121
1.184399705,706169,3362,7416,10183,2528958,2415211,densenet121
1.308042264,252967,3639,13962,18310,1127385,1118332,densenet121
1.328619027,2289,186,385,826,47971,11163,densenet121
1.349244237,706198,3412,8156,11169,2509181,2415361,densenet121
1.47285676,1829,167,709,1181,54904,8598,densenet121
1.483179936,249306,3295,10879,15848,975475,1099807,densenet121
1.493485847,1716,220,365,2040,51896,7614,densenet121
1.513997789,724149,3468,8119,11000,2569888,2460639,densenet121
1.647808156,255747,3568,13920,18364,1096694,1133323,densenet121
1.668445246,2324,210,385,826,48104,11546,densenet121
1.689046112,706182,3516,7529,9707,2499578,2415338,densenet121
1.812323443,1818,166,975,1181,56221,8532,densenet121
1.822649706,247842,3255,10081,14412,986502,1092702,densenet121
1.832856874,1716,220,333,1982,54179,7614,densenet121
1.853392858,559628,2967,7002,10043,1950890,1923611,densenet121
1.863782158,148315,541,1231,2775,588084,500038,densenet121
1.98743003,253824,3557,13801,18125,1115031,1123373,densenet121
2.008071913,2309,196,421,896,48224,11289,densenet121
2.028694393,706199,3581,8251,11276,2515733,2415398,densenet121
2.152424479,297856,3912,14314,18750,1202302,1324913,densenet121
2.17306301,2280,186,399,889,48034,11131,densenet121
2.193685779,706127,3459,8140,11038,2506673,2414887,densenet121
2.317397087,1828,174,998,1213,57531,8595,densenet121
2.327734777,293660,3590,11319,16083,1101422,1303078,densenet121
2.338078128,1715,219,344,2056,50888,7598,densenet121
2.358455863,707591,3440,6432,8280,3324810,2424417,densenet121
2.492012038,296519,3903,13943,18011,1198582,1317164,densenet121
2.512655534,2245,179,456,929,48500,10972,densenet121
2.533295909,706187,3585,8221,11184,2511248,2415356,densenet121
2.657062601,251953,3475,13320,17331,1111901,1113223,densenet121
2.677715661,2235,186,381,837,47288,10923,densenet121
2.698342782,706145,3469,8137,10965,2514430,2414997,densenet121
2.82206536,7361,775,5345,6379,488121,35918,densenet121
2.832682505,288562,3036,7012,10585,1065420,1277337,densenet121
2.843015416,2245,184,386,818,48018,10980,densenet121
2.863665317,706147,3560,8141,11050,2510379,2415010,densenet121
2.997119843,296661,3840,13025,18047,1169030,1318061,densenet121
3.017715078,2245,180,232,832,48682,10925,densenet121
3.028026718,17086,664,5127,6596,283023,62182,densenet121
3.038354302,689591,2685,2769,5024,2219843,2355140,densenet121
3.162051979,898644,31439,92139,273141,6860372,4899374,densenet121
3.172279569,5512624,173038,286971,733208,28841751,25998812,densenet121
3.182492092,8376437,348471,176705,1156668,41978074,39211074,densenet121
3.192616177,8385032,320365,191837,1080679,42557488,41379705,densenet121
3.20283129,8815434,364184,151021,1168400,42582325,41655230,densenet121
3.21298111,8531963,342550,151833,1114349,42246432,41701969,densenet121
3.223187748,8960303,360754,123939,1234101,42113056,42772154,densenet121
3.233333938,9173800,363753,111831,1215466,42962210,44706527,densenet121
3.243470169,9166270,358917,114182,1202646,43154039,45583150,densenet121
3.253705229,9300878,370523,114421,1195647,42848869,44645794,densenet121
3.263829229,8904883,348061,136780,1193242,42899770,43016320,densenet121
3.273957594,8779541,356714,119805,1220213,42461562,42411028,densenet121
3.284094009,9172497,369354,122798,1208175,43263849,44610664,densenet121
3.294329231,8964890,371318,115249,1244426,42977557,44208541,densenet121
3.304477996,9214496,369468,115566,1206694,42872891,44861635,densenet121
3.314683671,8811992,359798,90450,1240337,41709563,42245957,densenet121
3.324885872,9266379,375646,109677,1217593,43290839,45046945,densenet121
3.335105399,8911113,372419,110932,1242485,43822178,44634912,densenet121
3.345305376,9181143,368907,102856,1225957,43092188,44314692,densenet121
3.355513567,9090371,376286,97287,1243261,43399092,44345207,densenet121
3.365734292,9416927,353618,131701,1191810,43527437,45280872,densenet121
3.375986937,8839614,362507,130895,1248206,44006771,44635292,densenet121
3.386192181,9167947,372200,122571,1220093,43450042,44590015,densenet121
3.396398543,8951780,368439,118631,1281163,43589767,43950010,densenet121
3.406633449,7023710,296775,97053,967968,33053948,34534582,densenet121
3.416922876,9390181,370359,117964,1229170,44019728,46001781,densenet121
3.427075804,8659619,361780,126304,1238652,43423438,44501891,densenet121
3.437291387,9291187,375799,114950,1193577,43263893,45095701,densenet121
3.447512756,8995413,364629,107271,1276366,44007263,44631237,densenet121
3.45772343,9232721,375015,101790,1220736,43362277,44812935,densenet121
3.467932775,8875615,335386,163984,1180001,44482977,45537146,densenet121
3.47814316,9011624,361751,133260,1218535,43828101,44908285,densenet121
3.488285524,8788202,373116,129618,1255497,42896228,42805872,densenet121
3.498492222,8848194,354094,153149,1250255,45546386,47466129,densenet121
3.50871938,9360237,380122,104730,1237046,43473140,45211798,densenet121
3.518884517,8757600,370680,119731,1239259,43794204,44362070,densenet121
3.52909113,9377596,377115,103730,1224811,43012819,45461299,densenet121
3.539306221,9136646,368652,103037,1264200,43678589,44728406,densenet121
3.549499055,9008849,366385,123405,1190382,43153251,43720619,densenet121
3.559736295,8331074,321598,191800,1098079,43557312,42528552,densenet121
3.56998357,9019535,356885,154056,1182569,43785769,44340954,densenet121
3.580109433,8600859,363367,139092,1220556,42686733,41938097,densenet121
3.590331602,8919607,363947,133671,1294265,43617681,44203617,densenet121
3.6005391,7746792,319126,106198,1075664,37022973,37917769,densenet121
3.610755376,8960172,358084,126351,1225464,44187143,46385222,densenet121
3.620958431,9179871,372672,120885,1224943,43945478,45686165,densenet121
3.631168177,9025766,375243,111635,1270571,43411915,43970403,densenet121
3.641383578,9130284,371131,108269,1252414,44343845,45829143,densenet121
3.651521438,9265679,363008,113010,1202315,44504230,48131422,densenet121
3.661761738,8610924,342112,156625,1214898,42699551,41681996,densenet121
3.671884368,8863255,352936,152082,1225358,43929486,44823466,densenet121
3.682091188,8776881,370823,126980,1283420,43262489,42690845,densenet121
3.69230284,9131804,359933,131577,1242974,44575599,46271216,densenet121
3.702425822,8804620,361228,126888,1225836,44593428,46564562,densenet121
3.71259594,8514790,359925,145777,1228571,41661739,41644638,densenet121
3.72282191,5651688,225190,58695,736953,25200742,26272852,densenet121
3.733100408,7583591,305597,132130,1089948,39190374,41352634,densenet121
3.743307154,8383296,341827,129609,1171541,41695822,43338723,densenet121
3.753511028,6287004,258312,89076,871902,29504388,31031927,densenet121
3.76372059,8054442,326289,124123,1128124,40460931,41991055,densenet121
3.773950997,8870038,353660,153365,1193081,43358986,42793462,densenet121
3.784100647,8745560,346871,162400,1242768,44326685,45454167,densenet121
3.794310055,8905804,370304,127670,1269183,43320367,43301341,densenet121
3.804429202,9087313,354029,142259,1197256,45611646,48917329,densenet121
3.814636445,8723664,359452,157228,1262355,44987916,45672555,densenet121
3.824843614,9151739,376573,131195,1227513,43423587,44363928,densenet121
3.835051619,8886279,355668,135600,1278656,45730563,46714027,densenet121
3.845265641,8993832,379103,115726,1253574,43276722,43676228,densenet121
3.855477029,8968502,353624,155930,1224868,46004026,49018303,densenet121
3.865691425,9129194,356002,144603,1209193,45652074,48099833,densenet121
3.875813519,8826723,345668,148531,1173077,42701816,42576567,densenet121
3.886031381,8704650,348942,160946,1282363,45680962,46476336,densenet121
3.896231675,8789665,368752,132266,1240352,43056699,42724586,densenet121
3.906380972,8764076,336300,165878,1211867,45620971,48705823,densenet121
3.916530748,9965450,335077,234280,1322441,62850601,71468678,densenet121
3.9267669,8294239,344198,219013,1162915,43794358,42051398,densenet121
3.936890605,9116856,372784,131068,1198506,42819174,44277968,densenet121
3.947108894,8804473,357001,117318,1269050,43402331,44471642,densenet121
3.957333126,7441946,315594,101387,1041372,35384373,36409109,densenet121
3.967458979,9102914,360129,117205,1218181,44201528,47560259,densenet121
3.977616631,8740847,349962,163114,1220514,43817232,43915172,densenet121
3.987751897,9019225,365435,147189,1197047,43043471,43780287,densenet121
3.997956045,8889527,361555,134465,1271801,44463420,45314508,densenet121
4.008170942,9068119,378413,127523,1264801,43447690,44048469,densenet121
4.018377095,8992231,354156,138562,1214359,45134482,47729841,densenet121
4.028526771,9097345,364093,132720,1214226,44449753,46612641,densenet121
4.038744068,9128421,377034,111007,1267973,43314224,44384703,densenet121
4.048970997,9402298,360788,114758,1210953,44929209,48246578,densenet121
4.059129319,8781314,353621,134201,1245976,45141268,47398591,densenet121
4.069346182,8792056,390657,124061,1209092,43244550,42702825,densenet121
4.079556494,8886677,337176,164737,1185233,45239929,45918562,densenet121
4.089792118,8852702,372033,134689,1276520,43810898,43079937,densenet121
4.09999686,9071408,352695,149600,1225953,45018277,47262073,densenet121
4.11012933,8518002,345007,135312,1188245,44186764,46471843,densenet121
4.12030592,8659764,356386,155425,1240035,43040474,42365820,densenet121
4.130514331,9151894,357868,139075,1253322,45598625,48097281,densenet121
4.14071312,9006214,371977,111218,1262359,43198404,43837761,densenet121
4.150929782,8487557,326796,131405,1085757,45763054,45121405,densenet121
4.161059595,8625791,343823,176140,1141290,46133491,47560451,densenet121
4.171267128,8843052,370028,157133,1252125,43408280,43259082,densenet121
4.181477625,8957677,329515,189958,1193344,45597909,47355123,densenet121
4.19172565,4622146,177053,378400,1091818,38482299,24588182,densenet121
4.201963397,7764939,172378,954028,1504971,35111685,25753750,densenet121
4.21221467,9672808,196598,975740,1572191,37725623,33582795,densenet121
4.22246572,2738556,63517,712813,1127570,33258054,10242422,densenet121
4.232703063,1183254,33195,496997,803119,30583710,4696080,densenet121
4.243336206,10397901,332338,251443,1209377,71446934,93050942,densenet121
4.253573489,16361180,172432,403967,952624,54130809,76580303,densenet121
4.263815085,10007794,47092,94636,153459,42805437,87092292,densenet121
4.274015678,503012,3290,117771,131386,42694972,80038592,densenet121
4.284194152,498879,3260,117134,130732,42635568,79934023,densenet121
4.294377311,502054,3148,117195,130321,42663406,80027601,densenet121
4.304561046,6732419,92709,138359,246821,42675470,72384328,densenet121
4.314735515,11089907,269810,27161,111163,42628537,48463744,densenet121
4.324939225,10834261,278170,42008,181456,42701194,47428066,densenet121
4.335126863,9655903,293196,82382,1297089,42697961,43292767,densenet121
4.345312876,9616517,285504,77453,1323731,42681146,43128798,densenet121
4.355511136,9378026,287064,98765,1346228,42737613,42080755,densenet121
4.365705823,9578156,284715,86475,1335740,42713876,42950236,densenet121
4.375894615,9364631,277843,106771,1354028,42691143,42098200,densenet121
4.386099827,9258134,268598,117952,1349202,42762321,41813718,densenet121
4.39629449,8901151,249908,175503,1337092,42724916,40532109,densenet121
4.406489868,9335746,267750,112407,1346910,42716319,42132237,densenet121
4.416671778,9000951,259195,109559,1403841,42636779,40803999,densenet121
4.426865068,8373039,225620,239119,1233343,42598219,38850837,densenet121
4.437072614,11746503,234835,77121,182273,42768974,55674914,densenet121
4.44726688,10729180,201087,218652,477172,42710747,52047370,densenet121
4.457464314,10698960,193992,272131,617026,42641569,51243316,densenet121
4.46767295,8426299,281685,356820,788207,41647711,51612695,densenet121
4.47789908,9625091,180387,422360,1119048,42572829,41913759,densenet121
4.488136174,8414979,308838,267694,1184109,42623470,39363259,densenet121
4.498379548,10512387,95100,132280,345362,28709948,49817731,densenet121
4.518952057,7583887,157309,200337,415726,28706529,33215931,densenet121
4.529186558,11455491,277801,273059,700746,42198072,52806315,densenet121
4.53941757,16237877,249987,150663,413587,42812410,76460085,densenet121
4.54963063,8843527,362905,94138,1361292,42793500,41559680,densenet121
4.559755058,8809362,347747,78702,1377436,42374041,41219903,densenet121
4.569969036,9019702,361882,45403,1397705,42782397,42410531,densenet121
4.580178266,9064712,362139,40614,1410661,42725058,42621225,densenet121
4.590392692,9062859,360438,37525,1420344,42790763,42690152,densenet121
4.600602823,9191677,359930,33702,1406015,42783900,43256871,densenet121
4.610820281,9071094,364536,34991,1413084,42813187,42652724,densenet121
4.621021603,9082496,358420,34999,1421145,42745675,42731946,densenet121
4.631228565,9231565,356486,31046,1409011,42763827,43438483,densenet121
4.641422386,9058460,354625,35519,1414559,42653355,42616005,densenet121
4.651629629,9074606,360295,33885,1417525,42813161,42715472,densenet121
4.661878343,9085264,355531,38457,1399932,42841000,42750837,densenet121
4.672060211,8961574,355603,41591,1412572,42613787,42164985,densenet121
4.682267814,9162621,357928,33378,1415567,42763945,43118967,densenet121
4.692482033,9080927,361624,35897,1423646,42796221,42695055,densenet121
4.702685738,9175981,347071,46928,1396171,42753733,42767023,densenet121
4.712900641,9230785,350599,33395,1422687,42802509,43444455,densenet121
4.723107352,9133470,359418,33758,1416351,42765253,43006601,densenet121
4.733315294,9107686,359795,33091,1422524,42774579,42830096,densenet121
4.743524137,9186827,355318,32774,1411452,42774292,43246444,densenet121
4.753721696,8767401,351412,58662,1376743,42518706,41255685,densenet121
4.763851171,8675243,342960,69356,1342864,41775386,40786834,densenet121
4.774097139,9108294,354063,50013,1410116,42925773,42875426,densenet121
4.784240954,9047504,344420,45200,1391014,42322324,42606986,densenet121
4.794456251,9151881,353845,45740,1429988,42811494,43033552,densenet121
4.80465284,9213574,348633,38173,1418606,42721138,43360832,densenet121
4.814859024,9196018,357573,36838,1407106,42766039,43242378,densenet121
4.825061716,9075302,351203,37351,1419752,42695865,42684398,densenet121
4.835275763,9101932,354065,36446,1408520,42751752,42804010,densenet121
4.845490248,8841800,343686,88794,1361392,42597602,41597249,densenet121
4.855727942,9171810,346245,62836,1422304,42881638,42741771,densenet121
4.86595384,8888138,348633,50515,1394123,42821800,41814208,densenet121
4.87615812,8775996,334876,62813,1382728,42752655,41319350,densenet121
4.886359208,9108803,359542,41532,1419739,42752781,42846834,densenet121
4.896568529,9159173,353375,37620,1421367,42773360,43075902,densenet121
4.906775503,9260940,349829,33775,1414847,42764876,43607811,densenet121
4.916983291,12310092,277704,64474,838828,42781842,58090732,densenet121
4.927188501,16054305,211189,17386,43949,42734905,75834177,densenet121
4.937383753,15902362,207441,23090,68249,42643660,74924659,densenet121
4.947571814,16081178,208608,16246,44236,42678062,75860714,densenet121
4.957758994,16113274,205189,15030,42759,42685950,75993633,densenet121
4.967947003,16079828,205871,17737,49184,42687795,75845967,densenet121
4.978061864,15351646,146891,181947,486076,42335080,67335883,densenet121
4.988306035,19877668,132201,202175,624432,42787008,90694462,densenet121
4.998544055,17444256,141673,170516,1245401,42922837,80052900,densenet121
5.008790592,17552497,120621,210744,1114761,42914051,82342674,densenet121
5.019032588,17315748,128359,99046,533715,42918894,81356791,densenet121
5.029262753,19490075,109236,89827,1052425,42848807,88148623,densenet121
5.039485958,16977471,109263,123104,936478,42842403,81578507,densenet121
5.049727784,17782461,98384,150520,1066991,42914415,79772240,densenet121
5.059955324,15304707,123955,139028,884039,42857234,75203163,densenet121
5.070197935,15331158,102719,142929,824435,42915937,72240535,densenet121
5.080416274,16664319,115425,234861,1363777,42824560,75791245,densenet121
5.09064997,14847757,119953,163548,1060651,42878017,74198411,densenet121
5.100885358,15807977,145483,198080,1231119,42888868,71773208,densenet121
5.111116737,19691380,108809,75494,1206396,42810912,88959506,densenet121
5.121336366,14826249,131811,149037,907638,42834030,73420568,densenet121
5.13156695,17500120,68455,59986,326223,42867748,78773894,densenet121
5.141807139,17756854,73104,179161,553420,42887626,78906917,densenet121
5.152052898,14149091,152299,235721,1431584,42680702,62874470,densenet121
5.162280342,17291438,137499,70849,643083,42852266,80624054,densenet121
5.17251035,17867037,143903,118262,1311035,42775129,78902169,densenet121
5.182736187,15186693,124756,150198,1081756,42862676,72649338,densenet121
5.192976189,15717196,104751,164845,1093748,42903766,70873913,densenet121
5.20321179,14830439,129984,150822,875697,42886029,70672416,densenet121
5.213430119,14447632,105822,181690,1080247,42817910,68078269,densenet121
5.223658045,15152353,132275,198445,1228202,42858320,68921381,densenet121
5.233899868,15786524,105049,160071,1361433,42929145,70149895,densenet121
5.244140864,16972212,94796,152117,777051,42688157,82719277,densenet121
5.25437727,16981418,119970,107714,1455294,42859789,79440641,densenet121
5.264594421,15811884,136642,158868,1310054,42819919,72367727,densenet121
5.274834301,17576642,131497,194604,916065,42929521,81826031,densenet121
5.285072058,13911648,127384,324373,1291357,42779993,60823538,densenet121
5.295235826,19239190,101296,230905,618914,59292330,100454815,densenet121
5.305453863,17151271,70968,28176,41751,42212556,126417556,densenet121
5.315638398,17103262,59375,25275,36463,43005180,130038653,densenet121
5.325738727,16283757,60103,276339,723659,73178854,139196970,densenet121
5.335952014,10013867,62181,1160908,4115006,224685534,186296718,densenet121
5.34619536,13067678,66844,753795,4328794,201464696,206786567,densenet121
5.356354652,13078680,82706,428734,3891727,142874647,164764028,densenet121
5.36654366,11010745,104316,574591,3059763,108012212,118176370,densenet121
5.376678629,4331510,83137,776528,1172175,31613195,15463731,densenet121
5.386913091,8599901,163883,917661,1419272,36156422,29372635,densenet121
5.397090576,6366521,134661,753400,1164619,35487718,23117211,densenet121
5.407339573,2871941,38533,632660,1286489,32047719,10798675,densenet121
5.417598658,915774,25018,602132,950414,28819857,3086265,densenet121
5.427782983,1527245,23648,566279,868142,31474723,7510773,densenet121
5.438020975,6695420,138983,901982,1446604,33980591,22385776,densenet121
5.44826007,4633013,61289,734031,1321622,34630917,18778301,densenet121
5.458440861,4926250,100398,1011693,1684642,33323799,19301729,densenet121
5.468700734,4865455,67767,873415,1576467,33617348,19037955,densenet121
5.478991669,925280,27288,711763,1146866,28668464,2882071,densenet121
5.489262829,609615,10511,540099,879165,28517094,2098102,densenet121
5.499493042,4185591,99692,546342,863056,32583420,15693110,densenet121
5.50973978,7235669,150417,768585,1182215,38130469,28155562,densenet121
5.519987649,2965103,60230,830844,1341104,30963297,10899505,densenet121
5.530237914,5867787,96544,968797,1741848,33684922,20800400,densenet121
5.540466564,1320100,29446,633311,1064965,32965324,6432584,densenet121
5.550728418,2322430,22516,579892,1017021,30202411,7551461,densenet121
5.560959717,5707446,16562,521301,849816,35380839,24881198,densenet121
5.571215632,3020045,71280,874080,1443842,30635061,10695300,densenet121
5.581461043,2392613,13190,519386,1028028,31818919,9829407,densenet121
5.591704784,3298967,85982,556372,985102,32171457,13453706,densenet121
5.601946714,7197384,203040,829219,1322070,37950133,27238478,densenet121
5.612193816,10347479,151450,641586,1174415,39786522,40206275,densenet121
5.622431295,8073579,65281,555013,817688,36329531,42150385,densenet121
5.629444006,12577589,46500,146102,385562,28637883,80573652,densenet121
0.010165431,7459537,298760,100193,303615,26073785,34315475,densenet121
0.020307774,12876170,492956,83498,571718,42269334,58779228,densenet121
0.030501443,11296431,258374,205272,580837,42265344,64944053,densenet121
0.040700244,10661995,110809,492408,1031535,42480151,63550494,densenet121
0.050911757,11207109,137996,177861,691723,42686025,74460421,densenet121
0.061125539,10879668,123576,175503,635980,42794928,73925017,densenet121
0.071342782,8471060,74665,281545,659408,42817834,60537646,densenet121
0.081501944,7360553,66784,312308,603290,40656853,52218927,densenet121
0.091631458,6567182,59065,324914,534970,38391647,46597451,densenet121
0.101843655,7681891,84895,327219,673123,42085182,53848986,densenet121
0.112044806,7868734,86681,328595,701199,41859258,54758571,densenet121
0.122249288,17051894,128620,219995,345019,42684055,78382987,densenet121
0.132458242,20761041,76115,172412,242042,42743316,93149730,densenet121
0.142660208,15986601,139401,265931,379077,42467597,73722764,densenet121
0.15288822,13427594,448182,176498,568942,42855654,62568579,densenet121
0.1630032,45024730,323761,125487,438007,181054885,221951361,densenet121
0.173145298,75845450,314288,69721,336150,306735411,369485142,densenet121
0.183351309,44467899,255531,169549,469307,174961013,215296031,densenet121
0.193542271,11406762,413286,187688,784284,42436497,53389088,densenet121
0.203754595,12802772,407170,132649,561765,42517013,63275448,densenet121
0.213951587,12598061,397785,137766,662558,42612341,57143684,densenet121
0.224137321,11599873,460149,154449,670253,42515077,53425147,densenet121
0.234340195,11557210,474556,138459,670098,42664857,53032914,densenet121
0.244546492,14818934,371430,96483,373575,42757872,67852446,densenet121
0.254747437,14861667,346717,146274,472964,42739323,67353825,densenet121
0.264957772,14770240,375850,102344,411389,42788406,67081802,densenet121
0.275159967,13662166,411717,127320,494003,42744061,62695880,densenet121
0.285358543,11177585,293077,456657,1035340,41218178,46637708,densenet121
0.295586979,10551758,306373,354699,830619,41257107,46952979,densenet121
0.305806467,13006213,414286,140307,642163,42748898,59151341,densenet121
0.316007406,12931223,437903,120182,552989,42746004,59328067,densenet121
0.32621546,12693564,428591,132364,590489,42771300,58460927,densenet121
0.336420718,11797953,478937,153333,774649,42739365,53009797,densenet121
0.346634653,12265800,456303,155635,634093,42797166,55259907,densenet121
