time,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,class
2.173739068,2836,364,343,2980,63089,12619,vgg16
2.183934075,52596,1208,6022,7623,401025,175479,vgg16
2.194276248,654091,2223,1993,3627,2084883,2241911,vgg16
2.317837679,296470,3922,14111,18643,1227503,1321274,vgg16
2.338459474,2357,189,358,1006,47187,11477,vgg16
2.359112461,723927,3432,7477,10553,2528546,2459219,vgg16
2.482552498,274507,3795,13233,16799,1104891,1215681,vgg16
2.492902367,21233,274,558,2038,100562,98635,vgg16
2.503265452,2335,161,280,602,45279,11355,vgg16
2.523924164,706047,3384,8122,10933,2469817,2414312,vgg16
2.647607917,251,66,681,884,48659,2261,vgg16
2.657970781,251145,3383,11167,16879,1018511,1109160,vgg16
2.66828543,2299,185,457,945,49417,11183,vgg16
2.68887528,448544,2649,6740,8881,1572286,1560062,vgg16
2.699220299,258117,802,1269,2662,910777,857070,vgg16
2.822972137,294652,3814,13017,17297,1294340,1309096,vgg16
2.843559894,2300,189,418,954,47700,11190,vgg16
2.864189322,706118,3468,8080,10951,2483469,2414843,vgg16
2.987567501,295468,3990,13984,18651,1195197,1313167,vgg16
3.008153806,2260,193,339,884,46557,10994,vgg16
3.028772045,706128,3416,8135,10914,2475857,2414894,vgg16
3.152477669,1819,160,715,901,53609,8530,vgg16
3.162745494,3156468,108227,269910,674392,20896986,15344912,vgg16
3.172959082,7328030,274586,230740,985861,43868473,39684821,vgg16
3.183186749,7765003,289453,173078,996685,43162267,43401727,vgg16
3.19332774,8569069,211807,432342,1115122,74630431,83183719,vgg16
3.203556795,8318470,240045,313834,1023408,57033493,66869013,vgg16
3.213702684,15153400,166883,585389,1158268,154101622,233698275,vgg16
3.223979004,15408774,154037,948325,1667891,162689808,187848171,vgg16
3.23421855,14278659,193062,808565,1566447,146932547,178914237,vgg16
3.244567975,13006970,155888,852373,1527678,162646963,172341051,vgg16
3.254727643,11083187,164968,731861,1355424,138273140,161192413,vgg16
3.264879834,16522561,187109,400847,920313,169900460,283614316,vgg16
3.275056515,26006965,19247,603990,680783,308000157,551590189,vgg16
3.285207821,25976605,17555,604500,680252,307491059,550958902,vgg16
3.295357196,25921032,15898,605192,676793,307466034,549952564,vgg16
3.305510726,25971411,16206,604864,678426,307336700,550713598,vgg16
3.315657256,25924549,15680,603500,679515,307405935,549971594,vgg16
3.32581456,25963598,16117,604778,673283,307685541,550835327,vgg16
3.3359606,25976722,16640,605340,677989,307312075,550928828,vgg16
3.346105731,25966314,16174,605906,679711,307170011,550827000,vgg16
3.356253237,25977384,16419,605514,681199,307252710,550919880,vgg16
3.366397342,25920586,16207,604006,670908,307329821,549929696,vgg16
3.376570758,20187699,30906,1955152,2674465,274624914,251505884,vgg16
3.38692752,21127189,32743,3192128,4425846,310274860,127009949,vgg16
3.397177852,20969478,31505,3165862,4384457,309923783,126049874,vgg16
3.407422988,20143298,36594,3033113,4220374,290437275,121276785,vgg16
3.417745033,21229829,33840,3204536,4446195,311435892,127609102,vgg16
3.42799422,21034166,36325,3172957,4409890,310108684,126453996,vgg16
3.438219283,20802865,35659,2324076,3261051,230647433,128750932,vgg16
3.448340187,21361066,55009,113922,316240,42386395,145542010,vgg16
3.458498765,16383853,148070,339501,714602,114497459,207362394,vgg16
3.468683299,25928216,21599,603259,682227,308137214,549696168,vgg16
3.478865678,22467051,31652,1730058,2369217,292085086,331156388,vgg16
3.489186468,18309339,74171,1902614,2749682,190891985,113739948,vgg16
3.499362441,18477099,116209,1069262,1726425,219735552,278795071,vgg16
3.509664391,5974124,147764,238448,590416,44122551,65083651,vgg16
3.519799018,492232,3443,115695,135548,42455650,79389363,vgg16
3.529925814,491658,3388,116196,132657,42433318,79418522,vgg16
3.540040563,492394,3246,116796,133952,42380777,79358032,vgg16
3.550149074,493176,3076,115309,131477,42352056,79330256,vgg16
3.56058508,479613,3464,103127,130478,43711712,77056927,vgg16
3.570800895,495557,3336,110315,133232,42534404,79908110,vgg16
3.580988081,496350,3361,116486,133329,42620064,79980027,vgg16
3.591176018,495594,3385,116722,133419,42615124,79735374,vgg16
3.601349722,496175,3285,116419,133471,42628801,79979611,vgg16
3.611537923,496254,3318,116841,133769,42624164,79988427,vgg16
3.621716995,492863,3408,115795,132154,42583621,79823437,vgg16
3.631891134,495929,3186,116513,133169,42632822,79866727,vgg16
3.642068892,495455,3214,116502,132428,42648878,79923957,vgg16
3.652241607,496062,3213,116390,133073,42628413,79902589,vgg16
3.66241634,495382,3122,116485,132395,42610312,79896000,vgg16
3.672588568,496044,3236,116221,133204,42624671,79909723,vgg16
3.682778545,495944,3191,116349,132498,42699087,80028632,vgg16
3.692962329,496754,3188,116518,133150,42674812,79989486,vgg16
3.703134822,495350,3192,116021,132362,42628418,79877809,vgg16
3.713326557,496387,3217,116369,133349,42705234,80097301,vgg16
3.723514999,497056,3329,110306,134102,42526838,79746618,vgg16
3.733704917,495715,3123,116103,131928,42699514,80094316,vgg16
3.743891151,496597,3199,116317,133601,42685952,80002844,vgg16
3.754060294,495432,3218,116078,132487,42613982,79923708,vgg16
3.764254296,496217,3160,116119,133073,42687658,80015716,vgg16
3.774439987,495606,3276,116129,132555,42683041,80026333,vgg16
3.784612254,496145,3288,115981,133399,42628342,79937013,vgg16
3.794791326,495565,3212,116079,132268,42653265,80009233,vgg16
3.80497313,496781,3293,116181,133709,42666296,79960639,vgg16
3.815143055,495370,3158,116063,132594,42616091,79896241,vgg16
3.825330805,497480,3276,116775,134195,42692480,80034791,vgg16
3.835505649,495799,3256,115872,133277,42635908,79954670,vgg16
3.845676757,493214,3459,115237,132000,42621574,79944631,vgg16
3.855851166,496418,3400,115550,133130,42633721,79881989,vgg16
3.866028368,495704,3219,115853,131817,42620864,79931529,vgg16
3.876209719,496568,3166,115986,132655,42662475,80023001,vgg16
3.886387937,495915,3182,116529,132306,42652948,79991424,vgg16
3.896558035,496308,3208,116045,132770,42615795,79932770,vgg16
3.906730422,496194,3188,116924,132881,42628095,79981445,vgg16
3.916900224,496716,3182,110095,133137,42531303,79830132,vgg16
3.927072537,495813,3188,116038,132356,42568857,79868555,vgg16
3.937253157,496547,3224,116621,133227,42596977,79846630,vgg16
3.947431448,496763,3277,116765,132893,42671472,79998367,vgg16
3.95760933,495533,3206,116481,132231,42602696,79787842,vgg16
3.967790472,496499,3139,116380,132649,42663880,79971842,vgg16
3.977960233,496066,3115,116307,132671,42618122,79911932,vgg16
3.988136386,496590,3158,116529,133295,42638691,79996383,vgg16
3.998310759,495937,3182,116324,131959,42635554,80029406,vgg16
4.008492627,496700,3320,116339,132963,42665874,79974472,vgg16
4.018670624,495858,3477,116234,132193,42624282,79966670,vgg16
4.028855162,496596,3289,116128,132755,42677014,80037477,vgg16
4.039026249,496188,3191,116009,132378,42621341,79985870,vgg16
4.04920133,496496,3109,116012,132784,42621449,79973421,vgg16
4.059393771,496050,3175,116054,132277,42672189,80082208,vgg16
4.069568103,496435,3151,116030,132681,42608843,79923162,vgg16
4.079742789,496546,3166,116030,132823,42636265,79998092,vgg16
4.089920424,496167,3143,116206,132401,42649228,80053351,vgg16
4.100090899,497668,3155,116113,133508,42617791,79962268,vgg16
4.11026288,497455,3267,116301,132907,42625940,79973332,vgg16
4.12043325,496129,3259,115995,133028,42617916,79953060,vgg16
4.130605825,494578,3300,115766,132501,42629008,79942494,vgg16
4.140780948,495190,3215,115270,132328,42578703,79881560,vgg16
4.150901245,493355,3236,115792,132596,42350998,79393995,vgg16
4.161139782,463678,3386,99912,125786,42527597,74834342,vgg16
4.171349925,496792,3725,116013,135318,42509611,79602925,vgg16
4.181525086,492150,3482,115561,132856,42516526,79668398,vgg16
4.191614725,493510,3368,115643,132998,42259181,79328535,vgg16
4.201801025,4697589,168500,484474,1035001,41035495,43218237,vgg16
4.212027837,2638042,56764,1807776,2500117,41384027,12990992,vgg16
4.222254178,1064822,1443,2167753,2656720,42742942,5737633,vgg16
4.232480799,1061664,1344,2173479,2651775,42672345,5719921,vgg16
4.242721303,1073719,1362,2154814,2657172,42680278,5796028,vgg16
4.25294099,1059859,1305,2145949,2645648,42656357,5715594,vgg16
4.263169883,1063543,1301,2156819,2656075,42716551,5732680,vgg16
4.273409892,1074449,1414,2162903,2670076,42743488,5798814,vgg16
4.283567515,1037962,1354,2100752,2586123,42188545,5597305,vgg16
4.293813004,1498042,12323,1977506,2454646,42717485,7864763,vgg16
4.304043947,1385185,11341,1996692,2470802,42536627,7227977,vgg16
4.314273004,6066017,47040,1030092,1384415,42711375,36460502,vgg16
4.32449458,1385006,3616,177320,320780,42687341,8952508,vgg16
4.334696843,1131994,875,147896,264280,42736944,7529118,vgg16
4.344822187,1109508,850,144774,260226,41761070,7379676,vgg16
4.355043953,1165378,905,153092,273328,42447413,7751680,vgg16
4.365266971,1130651,855,147549,264165,42711450,7518201,vgg16
4.375456381,1132909,837,147966,264765,42694916,7539608,vgg16
4.385641726,1128767,879,147073,263703,42643503,7504739,vgg16
4.395826682,1132508,810,147463,264402,42679287,7533319,vgg16
4.406032346,1134362,834,147593,264318,42766926,7546322,vgg16
4.416219485,1126098,807,146522,263093,42608619,7490065,vgg16
4.42639344,1130599,825,147267,263305,42635984,7520345,vgg16
4.436573618,1128322,828,147058,264284,42629582,7513131,vgg16
4.446747792,1128928,870,146978,263415,42608096,7504417,vgg16
4.456930473,1132585,867,147466,264858,42668217,7534926,vgg16
4.467118099,1130021,854,147256,263788,42666028,7515166,vgg16
4.477304933,1132632,819,147213,264389,42684696,7536179,vgg16
4.487504594,1129112,822,147367,263918,42686709,7509281,vgg16
4.497689314,1127043,823,146837,262736,42613451,7496582,vgg16
4.507890766,1133557,847,147777,265013,42744329,7538727,vgg16
4.518071918,1129207,820,146909,263108,42637452,7514165,vgg16
4.528255699,1122918,811,146502,262622,42587621,7471025,vgg16
4.538450577,1133410,836,147486,264558,42722046,7535710,vgg16
4.548637763,1132497,819,147445,264787,42688543,7534942,vgg16
4.558751777,1117054,795,145692,261349,42247783,7428765,vgg16
4.568944196,1131136,836,147299,264737,42681820,7526086,vgg16
4.579131909,1131611,804,147212,264124,42686992,7527153,vgg16
4.589317208,1131914,804,147420,264473,42682819,7528407,vgg16
4.599500931,1132501,813,147539,264492,42672716,7534232,vgg16
4.60970004,1132546,815,147685,264238,42738831,7536382,vgg16
4.619888161,1132599,847,147529,264241,42692425,7533396,vgg16
4.630066416,1131863,866,147470,264286,42652524,7532232,vgg16
4.640254723,1131852,811,147432,264559,42693398,7526117,vgg16
4.650433709,1130071,976,147260,264376,42595418,7513737,vgg16
4.66063381,1130791,816,147141,264289,42715336,7524055,vgg16
4.670815676,1129675,815,146966,263438,42639858,7515485,vgg16
4.68099278,1131443,803,147064,263956,42648017,7523782,vgg16
4.69117536,1130643,819,147406,263989,42670460,7519949,vgg16
4.701359736,1132436,801,147167,264224,42676129,7536822,vgg16
4.711539037,1132407,847,147433,264419,42654969,7529460,vgg16
4.721718133,1124806,797,146324,261911,42600647,7482793,vgg16
4.731900321,1132393,804,147128,264066,42668379,7536598,vgg16
4.742080721,1131158,800,147162,263549,42662115,7520926,vgg16
4.752264496,1127400,1094,147279,264789,42569732,7496621,vgg16
4.762427638,1150261,867,149839,268636,42353837,7651831,vgg16
4.772566124,1124224,882,145963,263762,41075761,7477269,vgg16
4.782763397,1129420,842,147331,263725,42700341,7517422,vgg16
4.792947109,1116764,824,145685,261763,42533103,7426868,vgg16
4.803114725,1128990,795,147325,263429,42605440,7511717,vgg16
4.813300301,1127659,819,147139,263859,42617296,7497825,vgg16
4.823491574,14178548,36011,141324,305935,42661573,95847970,vgg16
4.833689577,4031882,14641,158313,299837,42640956,27570731,vgg16
4.843896059,1129822,869,146436,264803,42716791,7528141,vgg16
4.854073205,1125365,848,146221,262539,42576874,7494542,vgg16
4.864254067,1127786,862,146101,264203,42638901,7515862,vgg16
4.874457768,1130656,884,146651,263835,42722891,7533682,vgg16
4.884649299,1131234,845,147013,264738,42706602,7535887,vgg16
4.894831057,1128779,854,146720,263921,42664860,7518758,vgg16
4.905019478,1130515,849,146637,264469,42695321,7535140,vgg16
4.915203646,7061058,27570,578021,839173,42689895,44993801,vgg16
4.925390543,9000566,322050,286252,791746,42628850,54835534,vgg16
4.935528365,10355263,211465,300689,1051662,42376288,45462343,vgg16
4.945845487,7659333,253450,229201,981091,37032635,36376323,vgg16
4.966433254,2267022,49167,68103,134553,8552541,10055767,vgg16
4.976670294,10708400,268023,230884,712107,40772749,47738258,vgg16
4.986893602,17139678,260652,133834,313891,42069970,80909061,vgg16
4.997097063,10645597,323522,128179,1128533,42755619,50077507,vgg16
5.007309945,9665766,345483,41095,1336356,42762429,45483235,vgg16
5.017507538,9386254,337435,59775,1294605,42617310,44201476,vgg16
5.027713506,15934303,228380,93454,268663,42709478,74219879,vgg16
5.037917761,17230579,239316,36446,245669,42754794,78011341,vgg16
5.048024624,15563400,165669,167934,458398,52574261,98362305,vgg16
5.058153539,16916579,65465,23558,29204,42314138,128442859,vgg16
5.068266304,17437901,57741,26317,34605,42803127,132382321,vgg16
5.078385026,15211667,44434,618789,1478870,177693388,220066957,vgg16
5.088600409,6838410,19582,640751,1377615,245977057,273135348,vgg16
5.098816607,4041909,19071,590930,1462488,267983827,266837324,vgg16
5.109060947,3274091,19592,880418,2766833,243886412,217345167,vgg16
5.119446461,2781481,15840,937854,3012291,284851405,237435972,vgg16
5.129650731,2776955,17973,664116,3032441,268804118,234266056,vgg16
5.139877004,2975629,21706,322760,3342349,263554964,238195688,vgg16
5.150084878,3125161,20928,342917,3551163,258272981,240267495,vgg16
5.160298582,4072714,42321,732661,5054922,172958453,168539168,vgg16
5.170528562,1214980,13288,1118133,3984352,42768758,44139491,vgg16
5.18067818,2186369,47114,844417,2440829,40039563,30603645,vgg16
5.19081912,6352430,132623,907609,1414124,33383095,21507883,vgg16
5.200985675,8379795,187602,934980,1455379,36393622,28674773,vgg16
5.211244589,3136422,94836,749986,1127602,32496392,10671063,vgg16
5.221519784,858688,26274,503758,730268,27571540,3149124,vgg16
5.231664776,4253862,77488,765211,1204692,32940200,16125081,vgg16
5.241891715,5636568,127036,852262,1326586,35582041,20756858,vgg16
5.252132134,5284372,108818,1038941,1705174,33904620,20446137,vgg16
5.262400489,2945310,67671,833817,1340590,30875122,10861726,vgg16
5.272692125,948492,32362,765271,1220371,28634813,3076692,vgg16
5.282920598,3194212,78123,523216,867762,32170489,11991764,vgg16
5.293165914,8214334,174394,785826,1260163,39174212,31656299,vgg16
5.303408025,3424375,74886,923077,1492468,31595633,12161760,vgg16
5.313664431,4005582,95345,875508,1473403,33406843,15389321,vgg16
5.323806095,1685930,30526,666022,1180909,32363061,5325282,vgg16
5.334062041,2530960,44921,776294,1358890,32824709,10915540,vgg16
5.344317871,1954631,44039,633088,1136939,32273284,7482686,vgg16
5.35445185,6097223,160830,669295,1072594,37031712,23208312,vgg16
5.364644935,5400596,159742,646461,1061163,35937110,20541972,vgg16
5.374887476,13255972,80890,226529,465735,41362815,82799444,vgg16
5.385128041,10391355,45231,292700,420538,39076197,66826048,vgg16
5.395349207,17838973,65472,232738,492860,41720504,114965846,vgg16
5.397033746,2060216,7966,47443,97900,6403933,12280504,vgg16
0.01015926,7892013,320180,122321,330675,28624179,36219828,vgg16
0.020382178,12639117,481319,115375,557572,42259537,57701524,vgg16
0.030580559,11068041,251301,217334,583891,42196466,63830460,vgg16
0.040770249,10354155,107173,494442,1018467,42169110,61447139,vgg16
0.05102332,11168288,136557,178104,702728,42796325,74259855,vgg16
0.061239509,10205793,119652,171373,601548,42143037,68916018,vgg16
0.071447199,8260257,71558,284242,664496,42664630,59034221,vgg16
0.08166029,8178674,73882,289359,686678,42610316,58079108,vgg16
0.091790495,7917479,72161,314162,664053,41820429,56128201,vgg16
0.101931142,6222064,68937,330422,583034,38873883,43611333,vgg16
0.112248794,6767693,74461,346829,645006,40490033,47121672,vgg16
0.122458053,14203784,129305,248226,442331,42636403,69748217,vgg16
0.132663247,19564163,84148,174529,247987,42535469,87807382,vgg16
0.14289105,17521736,104786,221239,309943,42533381,79111299,vgg16
0.153107628,13370671,372169,239629,546361,42749145,62966151,vgg16
0.163219826,26088220,400633,129748,505070,99889532,128485937,vgg16
0.173359341,75878501,290928,78140,276241,307034238,370273732,vgg16
0.183559188,63248338,231525,151039,435295,256860892,308362208,vgg16
0.193752053,12862906,399847,159021,670950,42491101,58257959,vgg16
0.203867682,11739321,381497,171671,624921,42042381,59920409,vgg16
0.214079884,13172065,399014,118969,602751,42652285,60010188,vgg16
0.224272438,11599107,457961,144146,696930,42521992,52940929,vgg16
0.234464909,10987773,472848,173408,729946,42597949,50383907,vgg16
0.244651292,13479058,395536,128347,514628,42444224,61287455,vgg16
0.25484121,15145791,358836,90585,297686,42569065,69688119,vgg16
0.265049415,14256671,355648,145539,502535,42689608,64673550,vgg16
0.275248315,14613329,384181,100548,392360,42741816,66369297,vgg16
0.28545273,12777838,363439,192570,676213,42769268,57762527,vgg16
0.295666662,8942081,237248,612373,1268690,39670107,35925103,vgg16
0.305887084,13046412,405797,139465,552748,42515054,59475286,vgg16
0.316091431,12531126,430180,149821,608872,42703882,57066249,vgg16
0.326297193,12758288,425180,124886,584459,42766711,58492057,vgg16
0.336493124,12009120,458463,143004,688922,42728861,54525736,vgg16
0.346696157,12589733,460446,146668,646738,42514413,56413107,vgg16
0.356837724,10536834,401204,211943,694129,40791529,47670686,vgg16
0.367041863,13894499,398443,106455,383900,42662083,63835939,vgg16
0.377229671,12893143,468815,110383,613377,42708735,57935717,vgg16
0.387416854,14508535,410785,114031,510734,42676796,66831240,vgg16
0.397619233,12694136,444009,140592,608806,42758260,57685435,vgg16
0.407823453,12671021,435876,133157,601155,42764692,58309579,vgg16
0.418050818,11967862,447113,140138,628281,42713604,54566841,vgg16
0.428183932,14806098,360511,74412,280686,42258888,68672729,vgg16
0.438373907,13220449,409381,148940,629154,42602501,60055275,vgg16
0.448585484,13591118,352974,161259,684421,42672137,63057952,vgg16
0.458785411,14065526,387521,103936,410197,42747833,65194260,vgg16
0.468973443,8409335,217356,641592,1213971,38494366,33220027,vgg16
0.479201996,5180932,123029,798589,1402874,35996298,17584989,vgg16
0.489412899,10637423,451861,202378,665079,41504670,48770210,vgg16
0.499627032,11101948,430696,209947,751932,42808507,50167330,vgg16
0.509837202,12415601,444361,122537,586481,42775584,56894211,vgg16
0.520041027,13301693,461176,127541,538028,42597639,60197336,vgg16
0.53023257,14206981,355062,73694,374587,42707623,65924726,vgg16
0.540437593,12666268,393166,126594,478357,42767475,58805831,vgg16
0.550645467,12700067,429805,148713,574995,42509398,57549387,vgg16
0.560841778,17242083,334801,81604,368526,42477121,80467644,vgg16
0.571027535,14529162,368663,142854,529924,42319394,68592179,vgg16
0.581222756,9902794,388816,192862,755049,42252202,46986655,vgg16
0.59142533,11835102,472793,160085,671446,42683466,52643279,vgg16
0.601623395,11801174,470101,124732,666905,42580232,53435436,vgg16
0.611829508,12991864,393454,113758,547038,42698534,60346570,vgg16
0.622027778,16010244,331614,94670,360835,42675091,73381480,vgg16
0.632135782,11999534,420903,141852,577256,42241130,54598853,vgg16
0.642326676,10993900,455726,192406,733252,42708116,49720547,vgg16
0.652534096,17333936,252972,85295,314594,42777293,81179152,vgg16
0.662728447,15798654,299329,81324,304258,42701878,73688666,vgg16
0.672913373,13597096,334152,157038,509831,42557536,62488276,vgg16
0.683121833,20151545,149390,67184,268304,42715116,93227743,vgg16
0.693319045,6151664,148799,798087,1308153,36102444,22758137,vgg16
0.703547164,7726216,175668,956452,1541590,37369947,26283145,vgg16
0.713755804,2809435,110793,544195,898270,31858209,11996933,vgg16
0.723964493,16810611,212409,164641,334193,42777680,73020773,vgg16
0.734154831,13318058,347537,157409,469700,42699651,60417097,vgg16
0.744352784,13842223,338247,115170,390890,42611035,63210363,vgg16
0.754551893,13756988,391661,94699,546630,42738325,61902267,vgg16
0.764756001,13590931,362101,146628,612644,42650359,60870609,vgg16
0.774886121,12458589,278327,147472,425578,41335459,56656341,vgg16
0.785044973,13692291,287258,116385,296329,41550409,61895139,vgg16
0.795256034,14348577,334783,152321,464516,42532379,63961406,vgg16
0.805385179,11933884,394532,171992,590105,41920237,54153187,vgg16
0.815593424,11898291,435726,161708,604685,42717855,53817087,vgg16
0.825820249,9964319,442390,210874,869225,42743025,47457636,vgg16
0.836020899,12641971,424521,149690,654539,42694064,59051578,vgg16
0.846234012,13478873,419691,145163,745671,42639492,64195171,vgg16
0.856440782,13656929,430204,172768,742132,42738977,65104268,vgg16
0.866650925,13902458,439133,143531,684878,42781210,66338951,vgg16
0.87684128,22808099,235347,73402,295069,42698275,118292242,vgg16
0.887039001,13858923,373290,166048,613540,42105018,66782540,vgg16
0.897243351,13045957,433813,170910,704749,42696298,62282010,vgg16
0.907445788,12212532,443511,162633,599343,42752836,56721440,vgg16
0.917640176,12816835,439947,135596,557375,42721038,57704002,vgg16
0.927859411,7296174,243258,363095,821281,39088386,33883900,vgg16
0.938093584,8472979,194253,1048316,1654214,35629244,28070478,vgg16
0.948316274,7806514,179267,971815,1557432,37689175,26784539,vgg16
0.958567692,1112074,46199,663003,1032553,30155158,3623533,vgg16
0.968865801,5005440,109430,253555,517224,22570077,23995950,vgg16
0.989425362,3623401,31415,38061,52172,6164623,13337356,vgg16
1.00996627,706491,3547,8184,11191,2629002,2417317,vgg16
1.133544252,29314,1193,6062,7915,536895,144164,vgg16
1.143790346,223613,2317,5553,9459,614992,974541,vgg16
1.154109686,1721,231,577,1990,50802,7646,vgg16
1.174710417,706202,3443,7661,12030,2479089,2415432,vgg16
1.308638369,250040,3544,13438,17446,1100685,1104033,vgg16
1.329266801,2264,190,402,869,48163,11081,vgg16
1.349908303,706148,3413,7469,11285,2476837,2415028,vgg16
1.473582115,251499,3590,13725,17691,1104274,1111713,vgg16
1.49416029,2254,186,434,903,47709,11030,vgg16
1.514789546,706172,3448,8096,11107,2487608,2415249,vgg16
1.638467128,92965,2279,10588,12714,764365,438818,vgg16
1.648796756,159082,1240,2877,5083,392464,674951,vgg16
1.65914362,2234,177,387,844,46899,10936,vgg16
1.679772661,706170,3504,8010,11022,2493319,2415236,vgg16
1.813933643,247641,3368,8722,12382,1424393,1091049,vgg16
1.824237437,1722,105,364,886,45570,7667,vgg16
1.844816018,333376,2266,6808,9059,1257042,1153217,vgg16
1.855158229,373413,1185,1305,2843,1234503,1264894,vgg16
1.978740921,252900,3490,12853,16999,1067884,1119348,vgg16
1.999387165,1727,228,358,1976,52015,7680,vgg16
2.019982493,706232,3440,7983,11111,2469523,2415634,vgg16
2.143704503,295304,3790,10298,17804,1377025,1312083,vgg16
2.164260798,2311,202,333,918,47958,11280,vgg16
2.18488476,706096,3535,8125,11018,2447680,2414827,vgg16
2.308353827,1828,175,1000,1161,56706,8595,vgg16
2.318674021,294851,3702,11730,16635,1108057,1311168,vgg16
2.328891103,1717,230,332,2001,50670,7603,vgg16
2.349488367,602250,3054,7133,9974,2076387,2051699,vgg16
2.359832216,105615,496,1292,2565,435720,371415,vgg16
2.483780507,294996,3855,13876,18274,1117560,1310761,vgg16
2.504421527,2280,195,435,945,48136,11121,vgg16
2.525044934,706180,3561,8148,11045,2476657,2415263,vgg16
2.648468341,250757,3503,13603,17845,1100756,1108167,vgg16
2.669089311,2290,199,418,934,48755,11182,vgg16
2.689731775,706123,3416,8122,11011,2474120,2414855,vgg16
2.813370939,1827,172,1011,1168,58899,8590,vgg16
2.823735807,292312,3516,10408,14779,1102911,1297290,vgg16
2.834048205,1715,220,381,2060,51416,7598,vgg16
2.854578989,706079,3456,8173,11116,2477294,2414541,vgg16
2.988446042,295585,3845,12101,18711,1189362,1313821,vgg16
3.009053425,2246,151,353,473,43938,10957,vgg16
3.029719658,705993,3334,7417,9488,2465099,2414025,vgg16
3.153195791,764405,23066,68098,204766,5612727,4148747,vgg16
3.163467869,4520808,156444,260942,682528,25213120,21239036,vgg16
3.173603428,6260198,266171,186281,906888,36997537,34751505,vgg16
3.18374295,8680830,277064,297085,1129893,57643250,61853194,vgg16
3.194041666,9796231,246360,394782,1148994,82880658,101229106,vgg16
3.204218108,10814007,235428,561360,1320575,91295348,107864212,vgg16
3.214375128,13808855,161325,752656,1364765,140047466,177676613,vgg16
3.224525222,13786970,183169,725298,1441476,138149033,175626572,vgg16
3.234670353,11824453,178847,702984,1375441,141829997,164536979,vgg16
3.244804532,12088707,163755,725822,1359853,150708990,182667033,vgg16
3.25508342,11198406,209992,693772,1475358,131264410,144600401,vgg16
3.26521309,24385488,41981,574042,712130,288209346,510988009,vgg16
3.275374942,25929430,22572,603377,677093,307492911,550248345,vgg16
3.285509363,25931416,18452,603924,678207,307014632,549779849,vgg16
3.295632925,25910180,14958,604457,676112,306774631,549732460,vgg16
3.305775372,25952131,14805,604798,674515,307216208,550407444,vgg16
3.315904935,25934469,15910,605561,681473,306909557,550230285,vgg16
3.326034871,25915400,15749,603921,672131,306903847,549699595,vgg16
3.336161611,25962077,15611,605199,678780,306616246,550827828,vgg16
3.34629249,25827211,13675,601519,675028,305766826,547657085,vgg16
3.356421437,25910292,13331,603156,674294,306889280,549721645,vgg16
3.366567727,23947285,18557,632806,743896,284331769,498985098,vgg16
3.3768232,20674837,36489,3125874,4335383,310218028,124309133,vgg16
3.387048261,21029526,31810,3175310,4402363,309049683,126396266,vgg16
3.39725045,20940856,32812,3160627,4384196,308857297,125865322,vgg16
3.407472771,20358116,37945,3061213,4264359,296103755,122573436,vgg16
3.417779086,21144882,33525,3190512,4421613,311207272,127119252,vgg16
3.428017587,21027211,35236,3173005,4404243,309635154,126394499,vgg16
3.438359154,21453679,49927,906948,1368437,109306993,141241988,vgg16
3.44860617,18436891,84481,181420,401087,42770490,124038869,vgg16
3.458742973,21265748,99829,507348,779650,239962631,419123477,vgg16
3.468915608,25995889,18527,606053,683637,307623197,551257031,vgg16
3.479080968,19713128,40499,2874132,4066901,285157147,126520745,vgg16
3.489415261,16354186,145975,659809,1178223,129684198,184513295,vgg16
3.499697923,15529373,157700,1044632,1793339,158860589,175345784,vgg16
3.50994886,1503402,15581,130707,170210,42835032,79102496,vgg16
3.520141131,494624,3309,116876,132968,42623518,79713980,vgg16
3.530325471,495853,3288,117081,132470,42667118,79901023,vgg16
3.540524356,496754,3309,116693,132827,42733800,80053573,vgg16
3.550705218,495911,3338,116353,131791,42633977,79916740,vgg16
3.560898068,497022,3247,116558,132735,42708625,80001785,vgg16
3.571086026,496077,3219,116370,131733,42689708,80010206,vgg16
3.581259227,485656,4142,101660,135770,41496703,76750433,vgg16
3.591445924,496431,3429,115590,133335,42654879,79935907,vgg16
3.601619788,496648,3431,116331,134442,42530659,79551256,vgg16
3.611804504,497653,3290,116399,133132,42674931,80051109,vgg16
3.621982231,494946,3396,115822,132488,42548102,79740291,vgg16
3.632169584,496550,3348,116566,132655,42648873,79915998,vgg16
3.642362006,495607,3255,116277,131655,42604573,79766572,vgg16
3.652543678,496218,3212,116550,132020,42639281,79791547,vgg16
3.662724032,495763,3182,116592,131708,42658245,79906443,vgg16
3.672898394,493794,3268,116129,131654,42634967,79881773,vgg16
3.68308087,498877,3261,110574,132639,42670108,80088097,vgg16
3.693261461,497013,3205,116707,133197,42661232,79858064,vgg16
3.703440162,492883,3146,116107,131027,42651696,79932366,vgg16
3.713629822,497716,3164,117530,133452,42699694,79962825,vgg16
3.723813955,496425,3169,116722,132327,42674406,79958128,vgg16
3.733995154,494723,3151,115838,131093,42664314,79913333,vgg16
3.744168504,496387,3122,116602,132618,42631399,79891340,vgg16
3.754347262,496419,3186,116851,132637,42631357,79875180,vgg16
3.764532636,496484,3096,116561,132416,42676175,79961976,vgg16
3.774727164,496016,3232,116585,132157,42718597,80064919,vgg16
